"go_id","name_1006","namespace_1003"
"8995","GO:0046666","retinal cell programmed cell death","biological_process"
"8996","GO:0046668","regulation of retinal cell programmed cell death","biological_process"
"8997","GO:0046671","negative regulation of retinal cell programmed cell death","biological_process"
"8998","GO:0046676","negative regulation of insulin secretion","biological_process"
"8999","GO:0046677","response to antibiotic","biological_process"
"9000","GO:0046683","response to organophosphorus","biological_process"
"9001","GO:0046685","response to arsenic-containing substance","biological_process"
"9002","GO:0046686","response to cadmium ion","biological_process"
"9003","GO:0046688","response to copper ion","biological_process"
"9004","GO:0046689","response to mercury ion","biological_process"
"9006","GO:0046697","decidualization","biological_process"
"9007","GO:0046709","IDP catabolic process","biological_process"
"9008","GO:0046712","GDP catabolic process","biological_process"
"9009","GO:0046713","borate transport","biological_process"
"9010","GO:0046715","borate transmembrane transporter activity","molecular_function"
"9011","GO:0046716","muscle cell cellular homeostasis","biological_process"
"9012","GO:0046717","acid secretion","biological_process"
"9013","GO:0046718","viral entry into host cell","biological_process"
"9014","GO:0046724","oxalic acid secretion","biological_process"
"9015","GO:0046745","viral capsid secondary envelopment","biological_process"
"9016","GO:0046755","viral budding","biological_process"
"9018","GO:0046782","regulation of viral transcription","biological_process"
"9020","GO:0046785","microtubule polymerization","biological_process"
"9021","GO:0046790","virion binding","molecular_function"
"9022","GO:0046811","histone deacetylase inhibitor activity","molecular_function"
"9023","GO:0046813","receptor-mediated virion attachment to host cell","biological_process"
"9024","GO:0046814","coreceptor-mediated virion attachment to host cell","biological_process"
"9025","GO:0046817","chemokine receptor antagonist activity","molecular_function"
"9026","GO:0046822","regulation of nucleocytoplasmic transport","biological_process"
"9027","GO:0046824","positive regulation of nucleocytoplasmic transport","biological_process"
"9028","GO:0046825","regulation of protein export from nucleus","biological_process"
"9029","GO:0046826","negative regulation of protein export from nucleus","biological_process"
"9030","GO:0046827","positive regulation of protein export from nucleus","biological_process"
"9031","GO:0046831","regulation of RNA export from nucleus","biological_process"
"9032","GO:0046832","negative regulation of RNA export from nucleus","biological_process"
"9033","GO:0046833","positive regulation of RNA export from nucleus","biological_process"
"9034","GO:0046834","lipid phosphorylation","biological_process"
"9035","GO:0046835","carbohydrate phosphorylation","biological_process"
"9036","GO:0046836","glycolipid transport","biological_process"
"9037","GO:0046839","phospholipid dephosphorylation","biological_process"
"9038","GO:0046847","filopodium assembly","biological_process"
"9039","GO:0046849","bone remodeling","biological_process"
"9040","GO:0046850","regulation of bone remodeling","biological_process"
"9041","GO:0046851","negative regulation of bone remodeling","biological_process"
"9043","GO:0046855","inositol phosphate dephosphorylation","biological_process"
"9044","GO:0046856","phosphatidylinositol dephosphorylation","biological_process"
"9045","GO:0046870","cadmium ion binding","molecular_function"
"9047","GO:0046873","metal ion transmembrane transporter activity","molecular_function"
"9048","GO:0046874","quinolinate metabolic process","biological_process"
"9049","GO:0046875","ephrin receptor binding","molecular_function"
"9050","GO:0046877","regulation of saliva secretion","biological_process"
"9051","GO:0046878","positive regulation of saliva secretion","biological_process"
"9052","GO:0046879","hormone secretion","biological_process"
"9053","GO:0046880","regulation of follicle-stimulating hormone secretion","biological_process"
"9054","GO:0046881","positive regulation of follicle-stimulating hormone secretion","biological_process"
"9055","GO:0046882","negative regulation of follicle-stimulating hormone secretion","biological_process"
"9056","GO:0046883","regulation of hormone secretion","biological_process"
"9057","GO:0046884","follicle-stimulating hormone secretion","biological_process"
"9058","GO:0046885","regulation of hormone biosynthetic process","biological_process"
"9059","GO:0046886","positive regulation of hormone biosynthetic process","biological_process"
"9060","GO:0046887","positive regulation of hormone secretion","biological_process"
"9061","GO:0046888","negative regulation of hormone secretion","biological_process"
"9062","GO:0046889","positive regulation of lipid biosynthetic process","biological_process"
"9063","GO:0046890","regulation of lipid biosynthetic process","biological_process"
"9064","GO:0046898","response to cycloheximide","biological_process"
"9065","GO:0046899","nucleoside triphosphate adenylate kinase activity","molecular_function"
"9066","GO:0046901","tetrahydrofolylpolyglutamate biosynthetic process","biological_process"
"9067","GO:0046902","regulation of mitochondrial membrane permeability","biological_process"
"9068","GO:0046903","secretion","biological_process"
"9069","GO:0046906","tetrapyrrole binding","molecular_function"
"9070","GO:0046907","intracellular transport","biological_process"
"9071","GO:0046909","intermembrane transport","biological_process"
"9072","GO:0046911","metal chelating activity","molecular_function"
"9073","GO:0046912","transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer","molecular_function"
"9074","GO:0046914","transition metal ion binding","molecular_function"
"9075","GO:0046915","transition metal ion transmembrane transporter activity","molecular_function"
"9076","GO:0046920","alpha-(1->3)-fucosyltransferase activity","molecular_function"
"9077","GO:0046921","alpha-(1->6)-fucosyltransferase activity","molecular_function"
"9078","GO:0046922","peptide-O-fucosyltransferase activity","molecular_function"
"9079","GO:0046923","ER retention sequence binding","molecular_function"
"9080","GO:0046928","regulation of neurotransmitter secretion","biological_process"
"9081","GO:0046929","negative regulation of neurotransmitter secretion","biological_process"
"9082","GO:0046930","pore complex","cellular_component"
"9083","GO:0046931","pore complex assembly","biological_process"
"9084","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","molecular_function"
"9086","GO:0046935","1-phosphatidylinositol-3-kinase regulator activity","molecular_function"
"9087","GO:0046939","nucleotide phosphorylation","biological_process"
"9088","GO:0046940","nucleoside monophosphate phosphorylation","biological_process"
"9089","GO:0046950","cellular ketone body metabolic process","biological_process"
"9090","GO:0046951","ketone body biosynthetic process","biological_process"
"9091","GO:0046952","ketone body catabolic process","biological_process"
"9092","GO:0046958","nonassociative learning","biological_process"
"9093","GO:0046959","habituation","biological_process"
"9094","GO:0046960","sensitization","biological_process"
"9095","GO:0046961","proton-transporting ATPase activity, rotational mechanism","molecular_function"
"9096","GO:0046963","3'-phosphoadenosine 5'-phosphosulfate transport","biological_process"
"9097","GO:0046964","3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity","molecular_function"
"9098","GO:0046965","retinoid X receptor binding","molecular_function"
"9100","GO:0046967","cytosol to ER transport","biological_process"
